ID,台語羅馬字2,華語對譯,台語漢字,台語羅馬字,英文,freq,pos_h,,
3,,;凱子;,阿炮,a2-phau3,,868,,,
4,,;小鎮;,啞鈴,a3-leng5,,915,Nc,,
12,a-bu2,;母親;媽媽;,阿母,a-bo2,mother,1884,Na,,
14,am-cham,;骯髒;,腌臢,a-cha,dirty,975,VH,,
15,,;叔父;叔叔;,阿叔,a-chek,uncle,1101,Na,,
16,,;叔母;嬸嬸;,阿嬸,a-chim2,aunt,1002,Na,,
17,a3-chiu,;亞洲;,亞洲,a-chiu,Asia,827,Nc,,
18,,;曾祖父母;,阿祖,a-chou2,grandfather,1269,,,
19,,;油豆腐;,阿給,a-geh,,1663,,,
21,,;押;強制;,押,ah,,976,VF;VC,,
22,,;鴨;鴨子;,鴨,ah,duck,1138,Na,,
23,,;壓;,壓,ah,,1075,VC,,
24,ah be2-au7,;壓隊;殿後;,押尾後,ah boe2-au7,,2269,VA;VH,,
26,ap8,;盒;,盒,ah8,box,472,Nf,,
28,ap8-a2,;盒子;,盒仔,ah8-a2,,1230,Na;Nf,,
29,,;界尺;,壓尺,ah8-chhioh,,500,Na,,
30,,;盒裝;,盒裝,ah8-chng,,663,A,,
31,,;壓抑;,壓抑,ah8-ek,,756,VC,,
32,,;壓低;,壓低,ah8-ke7,,818,VR,,
33,,;壓境;,壓境,ah8-keng2,,726,VA,,
34,,;界尺;壓;,壓板,ah8-pan2,,654,Na;VC,,
37,,;小鴨;鴨黃;,鴨仔囝,ah-a2-kiaN2,,2202,,,
39,,;殿後;,押後,ah-au7,,1340,VH,,
40,,;鴨肉;,鴨肉,ah-bah,,1187,,,
41,,;鴨子;,鴨咪,ah-bi5,,1076,Na,,\\
42,,;小鴨子;,鴨咪仔,ah-bi5-a2,,1930,,,
43,,;蹩腳;,鴨味,ah-bi7,,1160,VH,,
44,,;壓味;,壓味,ah-bi7,,1109,,,
45,ah-bu2,;母鴨;,鴨母,ah-bo2,,1447,Na,,
46,ah-bu2-chhau2,;水丁黃;,鴨母草,ah-bo2-chhau2,,1866,,,
47,ah-bu2-chhiu7,;江某;鵝掌樹;,鴨母樹,ah-bo2-chhiu7,,1782,,,
48,ah-bu2-chu,;薏苡;,鴨母珠,ah-bo2-chu,,2349,,,
49,ek-bu2-hiaN7,;益母草;,益母艾,ah-bo2-hiaN7,,1549,,,
50,ah-bu2-it,;乙;,鴨母乙,ah-bo2-it,,1559,Ne,,
51,ah-bu2-leh8,;斗笠;,鴨母笠,ah-bo2-leh8,,1594,Na,,
52,ah-bu2-phaN3,;江某;,鴨母冇,ah-bo2-phaN3,,1471,,,
53,ah-bu2-toe5,;平足;扁平足;,鴨母蹄,ah-bo2-te5,,1811,,,
54,ah-be2,;押後;殿後;斷後;,押尾,ah-boe2,,1734,VB;VH,,
56,,;押運;,押載,ah-chai3,,921,VC,,
57,,;鴨的胰腺;,鴨尺,ah-chhioh,,2207,,,
59,,;押出;,押出,ah-chhut,,1448,VR,,
60,,;斛菜;,鴨舌草,ah-chih8-chhau2,,1325,,,
62,ah-chiong2,;鴨掌;,鴨掌,ah-chiuN2,,957,Na,,
63,,;雄鴨;,鴨雄,ah-heng5,,1077,,,
64,,;鴨黃;,鴨雄仔,ah-heng5-a2,,1876,,,
65,,;押匯;,押匯,ah-hoe7,,900,VA;Na;re,,
66,,;花梨隼;,壓虎,ah-hou2,,1252,,,
67,,;哥哥;喪葬工;,阿兄,a-hiaN,,1122,Na,,
68,,;押解;,押解,ah-kai2,,990,VC,,
69,,;公鴨;雄番鴨;,鴨角,ah-kak,,1193,,,
70,,;公鴨;雄番鴨;雄鴨;,鴨公,ah-kang,,1219,,,
72,,;抑低;,抑低,ah-ke7,,1141,VC,,
73,,;鵝掌樹;,鴨腳木,ah-kha-bok8,,1740,,,
74,,;鵝掌樹;,鴨腳樹,ah-kha-chhiu7,,1783,,,
75,,;鴨蹼;,鴨腳掌,ah-kha-chiuN2,,1575,,,
76,,;角菜;,鴨腳艾,ah-kha-hiaN7,,1574,,,
77,,;鵝掌金星蕨;,鴨腳香,ah-kha-hiuN,,1839,,,
78,,;鴨跖草;鴨蹼;,鴨腳扒,ah-kha-pe5,,1623,,,
79,ah-kha-phe5,;鴨腳木;,鴨腳皮,ah-kha-phoe5,,1730,,,
80,,;穇子;,鴨腳稷,ah-kha-sek,,1767,,,
81,ah-kha-se2,;穇子;,鴨腳黍,ah-kha-soe2,,1645,,,
82,ah-kha-toe5,;扁平足;,鴨腳蹄,ah-kha-te5,,1825,,,
83,,;抑制;,抑屈,ah-khut,,887,VC,,
84,,;押金;,押金,ah-kim,,1158,Na,,
86,,;抵押;,押利,ah-lai7,,996,VC,,
87,,;壓軸戲;,壓籠戲,ah-lang2-hi3,,1263,Na,,
88,,;深綠;,鴨綠,ah-lek8,,1241,,,
89,,;馴服;,壓落性,ah-loh8-seng3,,1713,VC,,
90,ah-loh8-toe2,;馴服;,壓落底,ah-loh8-te2,,1885,VC,,
92,,;鴨蛋;,鴨卵,ah-nng7,,1100,Na,,
93,,;瓜子臉;,鴨卵面,ah-nng7-bin7,,1506,Na,,
94,ah-nng7-chhiN,;淡青;蛋青;淡青色;淺藍色;,鴨卵青,ah-nng7-chheN,,1822,Na;A,,
95,,;鴨蛋青;,鴨卵青,ah-nng7-chheng,,1605,,,
96,,;橢圓形;鴨蛋圓;,鴨卵形,ah-nng7-heng5,,1417,Na,,
97,,;板鴨;鴨賞;,鴨巴,ah-pa,,1037,Na,,
98,,;專橫;惡霸;跋扈;霸道;蠻橫;,壓霸,ah-pa3,,1177,Na;VH,,
99,,;押票;,押票,ah-phio3,,785,Na,,
100,,;押標金;,押標金,ah-pio-kim,,1236,,,
101,,;屈居末座;敬陪末座;殿後;,押榜,ah-png2,,1134,VH,,
102,,;押送;,押送,ah-sang3,,1004,VC,,
104,,;押帳;,押數,ah-siau3,,1022,,,
105,,;板鴨;鴨賞;,鴨賞,ah-siuN2,,916,Na,,
106,,;停止;,押煞,ah-soah,,1353,VF,,
107,ah-toe5-chhau2,;鴨跖草;,鴨蹄草,ah-te5-chhau2,,1372,,,
108,ah-toe5-soe2,;穇子;,鴨蹄黍,ah-te5-se2,,1297,,,
109,,;小還魂;,鴨土珠,ah-thou5-chu,,2989,,,
110,,;亞成鴨;,鴨豚仔,ah-thun5-a2,,1575,,,
111,,;押韻;,押韻,ah-un7,,909,VH,,
112,,;呼號;哀叫;訴苦;,哀,ai,,845,VA;VB,,
113,,;嗩吶;,噯仔,ai2-a2,,911,Na,,
114,,;易於;要;得;喜歡;愛;愛惜;需;,愛,ai3,,4527,Db;VK;VC;VE;VJ,,
115,,;愛好整潔;,愛清氣,ai3 chheng-khi3,,2719,,,
117,ai3-boeh,;要;想;想要;,愛欲,ai3-beh,,5122,Db;VF;VC;VE;VJ,,
118,,;愛面子;,愛面子,ai3-bin7-chu2,,2198,,,
119,,;愛慕;,愛慕,ai3-bou7,,1429,VJ,,
120,ai3-chiN3,;好辯;,愛諍,ai3-cheN3,,1779,VH,,
121,,;愛情;,愛情,ai3-cheng5,,1949,Na,,
122,,;多管閒事;好事;,愛插事,ai3-chhap-su7,,3660,VH,,
123,,;愛妻;,愛妻,ai3-chhe,,1523,Na,,
124,,;好笑;非笑;,愛笑,ai3-chhio3,,2234,VH,,
125,,;愛子;,愛子,ai3-chu2,,1890,Na,,
126,ai3-iong7,;愛用;,愛用,ai3-eng7,,2619,,,
127,,;愛樂;,愛樂,ai3-gak8,,1449,VH,,
128,,;愛玉子;,愛玉仔,ai3-giok8-a2,,2413,,,
129,,;愛玉子;,愛玉子,ai3-giok8-chi2,,2341,,,
131,ai3-hun7,;愛恨;,愛恨,ai3-hin7,,1543,Na,,
132,,;愛河;,愛河,Ai3-ho5,,1730,Nc,,
133,,;愛出風頭;愛現;,愛紅,ai3-hong5,,2540,,,
134,,;好大喜功;,愛風神,ai3-hong-sin5,,3315,VH,,
135,,;愛護;,愛護,ai3-hou7,,1752,VC,,
136,,;愛用;,愛用,ai3-iong7,,2459,,,
137,,;情人;情侶;甜心;愛人;戀人;,愛人,ai3-jin5,,4183,Nh;Na,,
138,,;情人;情侶;,愛人仔,ai3-jin5-a2,,4051,Na,,
139,,;好哭;愛哭;,愛哭,ai3-khau3,,2425,,,
140,,;哭喪著臉;愛哭鬼;,愛哭面,ai3-khau3-bin7,,2455,VH,,
141,,;愛哭鬼;,愛哭神,ai3-khau3-sin5,,2019,,,
142,,;愛犬;,愛犬,ai3-khian2,,1366,Na,,
143,,;睏倦;想睡覺;,愛睏,ai3-khun3,,2109,,,
144,,;睡眼惺忪;瞌睡眼;,愛睏目,ai3-khun3-bak8,,1829,,,
145,,;合歡樹;,愛睏樹,ai3-khun3-chhiu7,,1597,,,
146,,;安眠藥;,愛睏藥,ai3-khun3-ioh8,,1457,Na,,
147,,;瞌睡蟲;,愛睏鬼,ai3-khun3-kui2,,2317,,,
148,,;睡眼惺忪;睡魔;,愛睏神,ai3-khun3-sin5,,1762,,,
149,,;嫵媚;嬌媚;,愛嬌,ai3-kiau,,1098,VH,,
150,,;愛國;,愛國,ai3-kok,,1674,VH,,
151,,;愛國心;,愛國心,ai3-kok-sim,,2536,Na,,
152,,;愛說話;,愛講話,ai3-kong2-oe7,,3646,,,
153,,;眷顧;,愛顧,ai3-kou3,,1240,VJ,,
154,ai3-lu2,;愛女;,愛女,ai3-li2,,2008,Na,,
155,,;曖昧;曖眛;,曖昧,ai3-mai7,,509,VH,,
156,,;愛不釋手;,愛不釋手,ai3-put-sek-chhiu2,,5270,VH,,
157,,;愛心;,愛心,ai3-sim,,2192,Na,,
158,,;愛神;,愛神,Ai3-sin5,,1674,Nb,,
159,,;愛惜;,愛惜,ai3-sioh,,1492,VJ,,
160,,;貪玩;愛玩;,愛耍,ai3-sng2,,2062,VH,,
161,,;好事;,愛事,ai3-su7,,2297,,,
163,,;愛戴;,愛戴,ai3-tai3,,1595,VJ,,
164,,;愛德華;,愛德華,Ai3-tek-hoa5,,1818,Nb,,
165,ai3-the2-bin7,;愛面子;,愛體面,ai3-the2-bian7,,1880,,,
167,,;愛現;,愛展,ai3-tian2,,1471,,,
168,,;愛上;,愛著,ai3-tioh8,,2933,VR,,
169,,;阿姨;姨母;姨媽;,阿姨,a-i5,,1397,Na,,
170,,;哀鳴;,哀哀呻,ai-ai-chhan,,376,VA,,
172,,;哀哀叫;,哀哀叫,ai-ai-kio3,,975,,,
173,,;哀鳴;,哀哀抽,ai-ai-thiu,,392,VA,,
174,,;亞鉛;鋅;洋鐵;鍍鋅鐵;,亞鉛,a-ian5,,759,Na,,
175,,;白鐵;洋鐵;鐵皮;,亞鉛板,a-ian5-pan2,,1026,Na,,
176,,;鋅板;鐵皮;,亞鉛鉼,a-ian5-phiaN2,,767,Na,,
177,,;鉛絲;,阿鉛絲,a-ian5-si,,1305,Na,,
178,,;鐵線;,亞鉛線,a-ian5-soaN3,,888,Na,,
179,,;鍍鋅桶;,亞鉛桶,a-ian5-thang2,,793,,,
180,,;洋鐵;鍍鋅鐵;,亞鉛鐵,a-ian5-thih,,818,Na,,
181,,;呻吟;,唉呻,ai-chhan,,314,VA,,
182,,;哀榮;,哀榮,ai-eng5,,530,Na,,
183,,;挨餓;,挨餓,ai-go7,,522,VA,,
185,,;噯喲;,噯喲,ai-ioh,,330,,,
186,,;哀求;,哀求,ai-kiu5,,487,VF,,
189,,;哀怨;埋怨;,哀怨,ai-oan3,,628,VE;VH,,
190,,;哀傷;,哀傷,ai-siong,,664,VH,,
191,,;追悼文;祭文;,哀詞,ai-su5,,753,Na,,
192,,;哀痛;,哀痛,ai-thiaN3,,576,VH,,
194,,;哀悼;,哀悼,ai-to7,,532,VJ,,
196,,;亞熱帶;,亞熱帶,a-jiat8-tai3,,2081,Nc,,
197,,;沃;淋;澆;澆灌;,沃,ak,,301,VC;Nb;b,,
199,,;估計;,阿及,a-kah,,2003,VE,,
200,,;阿狗;,阿狗,a-kau2,,1478,Na,,
201,a-kau2-khui3,;嬌憨;撒嬌;,阿狗氣,a-kau2-khi3,,1888,VA;VH,,
202,,;潤喉;,沃喉,ak-au5,,267,VA,,
204,,;煩躁;逼仄;,齷齪,ak-chak8,,275,VH,,
207,,;灌溉;,沃田,ak-chhan5,,433,VC,,
208,,;握手;,握手,ak-chhiu2,,873,VA,,
209,,;澆水;,沃水,ak-chui2,,1100,,,
210,,;烏臼;,椏虹,a-kheng7,,614,,,
211,,;淋雨;,沃雨,ak-hou7,,1021,VA,,
212,,;妗子;舅母;舅媽;,阿妗,a-kim7,,1154,Na,,
213,,;中共;,阿共仔,a-kiong7-a2,,1937,Na,,
214,,;握有;,握有,ak-iu2,,3416,VJ,,
215,,;哥哥;,阿哥,a-ko,,1167,Na,,
216,,;阿公;祖父;爺爺;,阿公,a-kong,,1770,Na,,
217,,;公子哥兒;,阿哥舍,a-ko-sia3,,1486,Na,,
218,,;姑母;姑姑;姑娘;姑媽;,阿姑,a-kou,,1337,Na,,
219,,;施肥;,沃肥,ak-pui5,,326,VB,,
221,,;娘舅;舅父;舅舅;,阿舅,a-ku7,,1134,Na,,
222,,;亞軍;,亞軍,a-kun,,815,Na,,
223,a3-leng5,;啞鈴;,啞鈴,a-le2,,1082,Na,,
224,,;黏涎;,阿里不達,a-li2-put-tat8,,3229,Na,,
225,,;阿里山;,阿里山,A-li2-san,,1853,Nc,,
226,,;肉桂;,阿里參,a-li2-sim,,1464,Na,,
227,,;庵;,庵,am,,179,b,,
228,,;掩;遮住;,掩,am,,753,VR,,
229,,;醃;,醃,am,,202,VC,,
230,,;笨;闇;,闇,am,,299,b;VH,,
232,,;大娘;大媽;大嬸兒;老太太;伯母;,阿姆,a-m2,,2477,Na,,
245,,;晚上;晚餐;暗;暗中吞沒;,暗,am3,,2209,Na;Nd;VH,,
246,,;暗自歡喜;暗喜;竊喜;,暗歡喜,am3 hoaN-hi2,,1273,VH,,
247,,;晚安;,暗安,am3-an,,956,VH,,
248,,;暗中;,暗密,am3-bat8,,795,Dh,,
249,,;烏七摸黑;黑洞洞;黑漆漆;漆黑的;,暗眠摸,am3-bin5-bong,,2595,VH,,
250,,;悄悄的;莫測高深;黑漆漆;漆黑一團;,暗漠漠,am3-bok8-bok8,,3450,VH,,
251,,;黑漆漆;漆黑的;,暗摸摸,am3-bong-bong,,2037,VH,,
252,,;抓瞎;摸索;瞎抓;,暗摸捎,am3-bong-sa,,1039,VC;VE,,
253,,;陰謀;暗謀;,暗謀,am3-bou5,,582,Na,,
254,am3-chha5,;偵探;暗探;,暗查,am3-cha,,742,Na;VC;VE,,
255,,;打小報告;密告;,暗奏,am3-chau3,,1207,VA;VC,,
256,,;暗藏;,暗藏,am3-chhang3,,614,,,
257,,;黑槍;,暗銃,am3-chheng3,,768,,,
258,,;夜車;晚年;,暗車,am3-chhia,,1370,Na,,
259,,;竊笑;,暗笑,am3-chhio3,,885,VC,,
260,,;銀鯧;,暗鯧,am3-chhiuN,,453,,,
261,,;黑鮪魚;鮪魚;,暗串,am3-chhng3,,879,Na,,
262,,;暗處;,暗處,am3-chhu3,,688,Nc,,
263,,;黑槍;暗箭;,暗箭,am3-chiN3,,722,,,
264,,;私下;悄悄;悄悄地;偷偷;暗中;暗地裡;,暗靜,am3-chiN7,,1472,Dh,,
265,,;悶頭兒;,暗靜仔,am3-chiN7-a2,,1643,,,
267,,;暗痕;,暗逝,am3-choa7,,574,,,
268,,;暗自;,暗自,am3-chu7,,985,Dh,,
269,,;卑鄙行徑;陰謀;暗計;,暗行,am3-heng7,,1290,Na;VE,,
270,,;夜來香;,暗香,am3-hiong,,1445,Na,,
271,,;暗記;暗記兒;暗號;,暗號,am3-ho7,,1069,Na,,
272,am3-he2,;文火;,暗火,am3-hoe2,,978,Na,,
273,,;打埋伏;埋伏;潛伏;,暗伏,am3-hok8,,1009,VA,,
274,,;暗訪;,暗訪,am3-hong2,,558,VC,,
275,,;夜雨;,暗雨,am3-hou7,,1191,,,
276,,;暗花兒;暗痕;,暗痕,am3-hun5,,768,,,
277,,;黑雲;,暗雲,am3-hun5,,796,Na,,
278,,;無記名股;暗股;,暗分,am3-hun7,,1315,,,
279,,;昏暗;晦暗;陰暗;陰影;薄暮;,暗影,am3-iaN2,,807,Na;VH,,
280,,;深夜;,暗酉,am3-iu2,,714,Nd,,
281,,;中飽;暗槓;,暗槓,am3-kang3,,879,VJ,,
282,,;地溝;陰溝;暗渠;暗溝;,暗溝,am3-kau,,884,Nc,,
283,,;暗計;,暗計,am3-ke3,,633,Na;VE,,
284,,;暗房;暗室;,暗間,am3-keng,,843,Nc,,
285,,;妓院;,暗間仔,am3-keng-a2,,1552,Nc,,
287,,;暗事;,暗空,am3-khang,,807,Na,,
288,,;私娼;私窩子;,暗空仔,am3-khang-a2,,1622,Na,,
290,,;晚睡;,暗睏,am3-khun3,,760,VH,,
291,,;暗記;暗號;,暗記,am3-ki3,,825,Na,,
292,,;暗號;,暗記號,am3-ki3-ho7,,1224,Na,,
293,,;夜鷺;,暗掛鳥,am3-koa3-chiau2,,2094,,,
294,,;祕訣;,暗訣,am3-koat,,414,Na,,
295,,;夜鷺;,暗光,am3-kong,,1017,,,
296,,;夜貓子;夜鷺;梟;貓頭鷹;鴟鵂;,暗光鳥,am3-kong-chiau2,,3633,Na,,
297,,;無記名股;暗股;,暗股,am3-kou2,,1207,,,
298,,;消息兒;暗扣;暗鎖;,暗鬼,am3-kui2,,1601,,,
299,,;機關;,暗鬼仔,am3-kui2-a2,,2164,Na,,
300,,;暗藍;藏青;藏青色;,暗藍,am3-lam5,,856,Na,,
301,,;夕潮;晚潮;暗流;暗潮;,暗流,am3-lau5,,924,Nc;Na,,
302,,;暗樓子;,暗樓仔,am3-lau5-a2,,1559,,,
303,,;深綠;墨綠;,暗綠,am3-lek8,,887,A,,
304,,;背誦;默記;,暗唸,am3-liam7,,840,VC,,
305,,;暗釦;,暗鈕,am3-liu2,,442,,,
306,,;夜路;黑道;,暗路,am3-lou7,,1323,Nc,,
307,am3-mi5,;夜晚;黑夜;晚上;,暗暝,am3-me5,,1947,Nd,,
308,,;冒名頂替;,暗名,am3-mia5,,955,VC,,
311,,;黑漆漆;,暗貓貓,am3-niau-niau,,694,VH,,
312,,;夜貓子;夜鷺;貓頭鷹;,暗晏鳥,am3-oaN3-chiau2,,3003,Na,,
313,,;夜校;,暗學,am3-oh8,,1154,Nc,,
314,,;夜校;,暗學仔,am3-oh8-a2,,1855,Nc,,
315,,;夜班;晚班;,暗班,am3-pan,,732,Na,,
316,,;暗房;暗室;,暗房,am3-pang5,,602,Nc,,
317,am3-piN7,;暗疾;隱疾;,暗病,am3-peN7,,621,Na,,
318,,;灰不溜丟;,暗殕,am3-phu2,,1752,,,
319,,;晚飯;,暗飯,am3-png7,,813,Na,,
320,,;傍晚;,暗晡,am3-pou,,764,Nd,,
321,,;陰謀;暗招;暗招兒;暗計;,暗步,am3-pou7,,817,Na;VE,,
322,,;傍晚;,暗晡仔,am3-pou-a2,,1526,Nd,,
325,,;暗殺;,暗殺,am3-sat,,767,VC,,
326,,;暗色;,暗色,am3-sek,,846,Na,,
327,,;暗室;,暗室,am3-sek,,743,Nc,,
328,,;夜間;夜裡;晚上;晚間;,暗時,am3-si5,,2440,Nd,,
329,,;暗示;,暗示,am3-si7,,735,VE,,
330,,;影射;,暗射,am3-sia7,,581,VK,,
331,,;茉莉;,暗麝,am3-sia7,,505,Na,,
332,,;內傷;,暗傷,am3-siong,,836,Na,,
333,,;暗誦;,暗誦,am3-siong7,,664,,,
334,,;心算;,暗算,am3-sng3,,978,Na,,
335,,;暗鎖;,暗鎖,am3-so2,,538,,,
337,,;暗算;,暗算,am3-soan3,,758,VC,,
338,,;暗自歡喜;暗喜;竊喜;,暗爽,am3-song2,,851,VH,,
340,,;暗礁;,暗礁,am3-ta,,602,Na,,
341,,;暗淡;,暗淡,am3-tam7,,594,VH,,
342,,;黯淡;,黯淡,am3-tam7,,331,VH,,
343,am3-toe7,;暗地裡;,暗地,am3-te7,,1248,Dh,,
344,,;內側袋;,暗袋仔,am3-te7-a2,,1528,,,
345,,;夜晚;晚上;,暗頭,am3-thau5,,2092,Nd,,
346,,;入夜時分;天剛黑;初夜;傍晚;,暗頭仔,am3-thau5-a2,,3338,Nd,,
347,,;暗自歡喜;竊喜;,暗暢,am3-thiong3,,807,VH,,
348,,;祕密定婚;,暗定,am3-tiaN7,,654,,,
349,,;夕潮;晚潮;,暗潮,am3-tiau5,,745,,,
351,,;午夜夢迴;,暗著想,am3-tioh8-siuN7,,2565,,,
352,,;暗中;暗地裡;,暗中,am3-tiong,,1652,Dh,,
353,am3-tioN5,;夜場;,暗場,am3-tiuN5,,743,Na,,
354,,;夜飯;晚飯;晚餐;,暗頓,am3-tng3,,1028,Na,,
355,,;陰毒;陰謀;,暗毒,am3-tok8,,898,Na,,
356,,;涵;,涵,am5,,164,b,,
357,,;埋溝;陰溝;暗渠;溝渠;,涵溝,am5-kau,,615,Nc;Na,,
358,,;涵洞;涵管;陰溝;隧道;,涵空,am5-khang,,732,Nc;Na,,
359,,;暗渠;,涵空溝,am5-khang-kau,,783,Nc,,
360,,;井底蛙;,涵空龜,am5-khang-ku,,892,Na,,
361,,;涵管;暗管;,涵管,am5-kong2,,604,Na,,
363,am7-a2-kun2,;脖子;,頷仔頸,am7-a2-kng2,,1219,Na,,
365,,;喉結;,頷珠,am7-chu,,1280,Na,,
366,am7-kun,;圍巾;領巾;,頷巾,am7-kin,,652,Na,,
367,am7-kun2,;脖子;頸項;,頷頸,am7-kng2,,711,Na,,
368,am7-kun2-au7,;脖頸兒;,頷頸後,am7-kng2-au7,,851,,,
369,am7-kun2-chu,;喉結;,頷頸珠,am7-kng2-chu,,1475,Na,,
371,am7-kun2-kut,;頷椎;,頷頸骨,am7-kng2-kut,,471,,,
375,,;項鍊;,頷鍊,am7-lian7,,319,Na,,
376,,;衣領;領子;,頷領,am7-nia2,,497,Na,,
378,,;吃飯;,唅飯,am7-png7,,1262,VA,,
379,am7-se5,;圍兜;圍嘴兒;,頷垂,am7-soe5,,602,Na,,
380,am7-se5-a2,;圍兜;頸圍兜;,頷垂仔,am7-soe5-a2,,1160,Na,,
381,am7-se5-tau7,;頷垂豆;,頷垂豆,am7-soe5-tau7,,527,,,
382,,;頸脰;,頷脰,am7-tau7,,276,,,
383,,;領帶;,頷帶,am7-toa3,,1376,Na,,
384,,;圍兜;,頷圍仔,am7-ui5-a2,,1172,Na,,
385,,;奶奶;阿媽;祖母;,阿媽,a-ma2,,1764,Na,,
387,,;庇護;,掩攔,am-aN5,,279,VC,,
388,,;廟宇;,庵廟,am-bio7,,321,Na,,
390,,;低能;,闇戇,am-gong7,,573,VH,,
392,,;寺院;,庵院,am-iN7,,271,Nc,,
393,,;蝌蚪;,腌嬰仔,am-iN-a2,,1355,Na,,
394,am-koe,;呆子;,闇雞,am-ke,,930,Na,,
398,,;缸子;醬缸;,醃缸,am-kng,,387,,,
399,iam-koe,;花瓜;越瓜;蔭瓜;,醃瓜,am-koe,,802,Na,,
400,,;衣蛾;,醃瓜蟲,am-koe-thang5,,555,,,
401,ng-kok8-koe,;捉迷藏;,掩咯雞,am-kok8-ke,,1343,VA,,
402,,;蟬;,腌管蟬,am-kong2-siam5,,800,Na,,
404,,;亞麻;,亞麻,a-moa5,,718,Na,,
405,,;庇護;掩護;袒護;幫助;,掩胡,am-ou5,,761,VC;VJ,,
406,,;掩鼻;,掩鼻,am-phiN7,,457,VA,,
408,,;蟬;,腌蜅蟬,am-pou5-siam5,,514,Na,,
411,,;傻呵呵;,闇耽,am-tam,,327,VH,,
412,,;貪心;貪婪;,掩貪,am-tham,,461,VH,,
413,,;貪婪;,闇貪,am-tham,,204,VH,,
414,,;安;安心;安置;鍍;,安,an,,872,VC;Nb;VH,,
417,,;我的;,俺,an2,,3440,,,
418,,;怎樣;,按怎,an2-chaiN2,,974,Dh,,
419,,;俺姐;庶母;,俺姐,an2-che2,,436,Na,,
420,,;叔叔;,俺叔,an2-chek,,425,Na,,
421,,;叔母;,俺嬸,an2-chim2,,332,Na,,
422,,;何以;怎的;怎麼;怎麼樣;怎樣;為何;幹甚麼;幹嘛;,按怎,an2-choaN2,,3551,VA;Dh;Dj;VH,,
423,,;怎麼樣;,按怎樣,an2-choaN2-iuN7,,1485,Dj;VH,,
424,,;怎麼說;,按怎講,an2-choaN2-kong2,,2876,VH,,
426,,;老奶奶;老爺爺;曾祖;曾祖母;,俺祖,an2-chou2,,899,Na,,
427,an2-geh8,;按月;,按月,an2-goeh8,,1248,Dh,,
428,,;哥哥;,安兄,an2-hiaN,,582,Na,,
429,,;按鍵;,按鍵,an2-kian7,,527,VA,,
430,,;公公;祖父;爺;爺爺;,俺公,an2-kong,,837,Na;b,,
431,,;姑母;,俺姑,an2-kou,,507,Na,,
433,,;奶奶;姥姥;婆婆;,俺媽,an2-ma2,,727,Na,,
434,,;婆婆媽媽;,俺媽體,an2-ma2-the2,,927,VH,,
435,,;如此;如是;這樣;這樣子;,按呢,an2-ne,,4264,Na;Da;Nf;Dh;VH,,
436,,;如此;這樣;,按呢,an2-ni,,3173,Da;Nf;Dh,,
437,,;如此;那麼;那樣;這麼;這樣;,按呢,an2-ni2,,4790,Da;Nf;Dh;Df,,
438,,;那麼著;這麼著;,按呢仔,an2-ni2-a2,,4604,Dk;Dh;VH,,
439,an2-ni2-siN,;乃爾;這麼樣;,按呢生,an2-ni2-seN,,3141,Dh;Df,,
440,,;媽媽;,俺娘,an2-nia5,,609,Na,,
442,,;大伯;大爺;,俺伯,an2-peh,,1150,Na,,
443,,;扁形;,俺扁,an2-piN2,,337,,,
444,an2-soe3-e5,;兄弟;,俺細的,an2-se3-e5,,2613,Na,,
445,,;打從;按;從;推估;推斷;預計;,按,an3,,2165,P1;P4;VC;VE,,
446,,;案;,案,an3,,300,b,,
448,,;案情;,案情,an3-cheng5,,731,Na,,
450,,;依照;,按照,an3-chiau3,,794,P4,,
451,,;如何;為何;幹什麼;幹麼;,按怎,an3-choaN2,,2404,VA;Dh;Dj;VH,,
452,,;怎樣;,按怎樣,an3-choaN2-iuN7,,1232,Dh,,
453,,;按下;擱下;擱置;,按下,an3-ha7,,1291,VR;VC,,
454,,;傾耳;,偃耳,aN3-hiN7,,364,Dh,,
455,,;傾聽;,偃耳聽,aN3-hiN7-thiaN,,1229,VC,,
456,,;案發;,案發,an3-hoat,,573,VA,,
458,,;案由;,案由,an3-iu5,,549,Na,,
459,,;照樣;,按樣,an3-iuN7,,631,Dh,,
460,,;按日;,按日,an3-jit8,,1066,Dh,,
461,,;按期;,按期,an3-ki5,,720,Dd,,
462,,;案子;案件;,案件,an3-kiaN7,,609,Na,,
463,,;案卷;,案卷,an3-kng3,,336,Na,,
464,,;按例;,按例,an3-le7,,697,Dh,,
465,,;按理;,按理,an3-li2,,886,Dh,,
468,hoaN7-meh8,;把脈;診脈;,按脈,an3-meh8,,1174,VB,,
469,,;按摩;,按摩,an3-mou5,,583,VB,,
470,,;引導;招呼;招待;案內;接待;,案內,an3-nai7,,1149,VC,,
471,an3-ne,;那麼;那樣;這麼;這樣;,按呢,an3-ni,,4542,Da;Nf;Dh;Df,,
472,an3-ni-siN,;這樣子;,按呢生,an3-ni-seN,,3366,Na;Dh,,
473,,;按兵不動;,按兵不動,an3-peng-put-tong7,,4109,VA,,
474,,;估計;,按盤,an3-poaN5,,454,VE,,
475,,;按部就班;,按部就班,an3-pou7-chiu7-pan,,3773,Dh,,
476,,;按時;,按時,an3-si5,,1314,Dd,,
478,,;打算;估計;估量;計算;料想;掂掇;預期;,按算,an3-sng3,,2005,VF;VC;VE,,
479,an3-toe2,;前科;,案底,an3-te2,,779,Na,,
