ID,台語羅馬字2,華語對譯,台語漢字,台語羅馬字,英文,freq,pos_h,,
17290,,;懷德;,懷德,hoai5-tek,,428,VH,,
17291,,;壞死;,壞死,hoai7-si2,,933,VR,,
17292,,;莖;,莖,hoaiN5,,144,Na,,
17293,,;橫;蠻橫;,橫,hoaiN5,,226,VA;A;Nf;VH,,
17294,,;面目猙獰;惡形惡狀;滿臉橫肉;橫肉;,橫肉面,hoaiN5-bah-bin7,,1324,Na,,
17295,hoaiN5-bah-siN,;面目猙獰;惡形惡狀;滿臉橫肉;,橫肉生,hoaiN5-bah-seN,,1507,,,
17297,,;慓悍;蠻橫;,橫蠻,hoaiN5-ban5,,298,VH,,
17298,,;不義之財;意外之財;橫財;,橫財,hoaiN5-chai5,,1698,Na,,
17299,,;橫行;,橫行,hoaiN5-heng5,,1042,VA,,
17300,,;魚口;腹股溝淋巴炎;鼠蹊腺炎;,橫玄,hoaiN5-hian5,,611,,,
17301,huiN5-hian5,;淋巴腺腫瘤;,橫眩,hoaiN5-hian5,,352,,,
17302,,;橫向;,橫向,hoaiN5-hiong3,,629,Dh,,
17303,,;大洋;越洋;遠洋;,橫洋,hoaiN5-iuN5,,1064,VA;Nc;Na,,
17304,,;作對;,橫逆,hoaiN5-keh8,,1094,VB,,
17305,,;側肩;,橫肩,hoaiN5-keng,,507,,,
17306,,;橫著騎;,橫騎,hoaiN5-khia5,,743,,,
17307,,;蠻不講理;,橫翱,hoaiN5-ko7,,1911,,,
17308,,;橫欄;,橫杆,hoaiN5-koaiN,,235,,,
17309,chhoaN5-ke3,;橫越;,橫過,hoaiN5-koe3,,3259,VC,,
17311,,;橫流;,橫流,hoaiN5-liu5,,477,Na,,
17312,,;橫越;,橫越,hoaiN5-oat8,,589,VC,,
17313,,;兇惡;強橫;,橫惡,hoaiN5-ok,,531,VH,,
17314,,;橫霸;,橫霸,hoaiN5-pa3,,297,,,
17315,,;惡形惡狀;蠻橫;,橫霸霸,hoaiN5-pa3-pa3,,380,VH,,
17316,,;惡形惡狀;蠻橫;,橫扒扒,hoaiN5-peh-peh,,558,VH,,
17317,huiN5-phi,;橫批;,橫批,hoaiN5-phi,,357,,,
17318,,;橫披;橫幅;,橫披,hoaiN5-phi,,324,Na;VC,,
17319,,;煞氣;,橫逼逼,hoaiN5-piak-piak,,343,Na,,
17320,,;扁額;,橫扁,hoaiN5-pian2,,297,Na,,
17321,,;惡形惡狀;蠻橫;,橫變變,hoaiN5-piN3-piN3,,546,VH,,
17322,,;橫山;,橫山,HoaiN5-san,,729,Nc,,
17323,,;橫寫;,橫寫,hoaiN5-sia2,,848,VC,,
17324,,;橫線;,橫線,hoaiN5-soaN3,,408,,,
17325,,;冷嘲熱諷;,橫訕直訕,hoaiN5-soan-tit8-soan,,847,VB,,
17326,,;兇惡;,橫澈澈,hoaiN5-theh-theh,,380,VH,,
17327,,;反正;左不過;曲直;明白;是非曲直;高低;無論如何;橫豎;縱橫;,橫直,hoaiN5-tit8,,5719,Db;Na;VC;Dk;VJ,,
17328,,;渡船;,橫渡,hoaiN5-tou7,,345,VA;Na,,
17331,,;花旗;,花旗,Hoa-ki5,,984,Nc,,
17332,Hoa-ki5-gun5-hang5,;花旗銀行;,花旗銀行,Hoa-ki5-gin5-hang5,,2068,Nc,,
17333,hoe-kong-chioh8,;花崗石;,花崗石,hoa-kong-chioh8,,1464,Na,,
17334,,;花蓮;,花蓮,Hoa-lian,,1014,Nc,,
17335,,;花蓮市;,花蓮市,Hoa-lian5-chhi7,,1261,Nc,,
17336,,;花蓮縣;,花蓮縣,Hoa-lian5-koan7,,1220,Nc,,
17337,hoa-liu2-piN7,;花柳病;,花柳病,hoa-liu2-peN7,,988,Na,,
17338,,;不講理;冥頑不靈;番人;號;,番,hoan,,3173,Na;VG;Nf;VH,,
17339,,;打呼嚕;打鼾;呼嚕;鼾聲;,鼾,hoaN,,806,VA;Na;Dh,,
17340,,;改建;翻;翻修;,翻,hoan,,619,VA;VC,,
17342,,;反;,反,hoan2,,350,Db;VC,,
17343,,;罕;,罕,hoaN2,,188,Dd,,
17344,,;灰暗;,幻暗,hoaN2-am3,,457,VH,,
17345,,;粉紅;淡紅;,幻紅,hoaN2-ang5,,728,A,,
17346,,;走味;,反味,hoan2-bi7,,828,VH,,
17347,,;反面;翻臉;,反面,hoan2-bin7,,937,Na;VH,,
17348,,;反目成仇;,反目成仇,hoan2-bok8-seng5-siu5,,1438,VH,,
17349,,;反問;,反問,hoan2-bun7,,780,VE,,
17350,,;突變;變種;,反種,hoan2-cheng2,,1095,Na;VH,,
17351,,;反正;,反正,hoan2-cheng3,,985,Db,,
17352,,;重病;病情惡化;病變;,反症,hoan2-cheng3,,965,Na,,
17353,,;反證;,反證,hoan2-cheng3,,477,Na,,
17354,hoan2-chhiN2,;復甦;覺醒;,反醒,hoan2-chheN2,,464,VH,,
17356,,;反手;,反手,hoan2-chhiu2,,881,A,,
17357,,;反串;,反串,hoan2-chhoan3,,400,VC,,
17359,,;反之;,反之,hoan2-chi,,902,Dk,,
17360,,;反戰;,反戰,hoan2-chian3,,422,VH,,
17361,,;反照;,反照,hoan2-chio3,,616,VH,,
17362,,;反轉;,反轉,hoan2-choan2,,832,VA,,
17363,,;反映;,反映,hoan2-eng3,,541,VJ,,
17364,,;反應;,反應,hoan2-eng3,,642,Na;VK;VE,,
17365,,;反映出;,反映出,hoan2-eng3-chhut,,1257,VR,,
17366,,;返航;,返航,hoan2-hang5,,303,VA,,
17367,,;返校;,返校,hoan2-hau7,,346,VA,,
17368,,;一反常態;反常;走樣;變形;變態;變樣;,反形,hoan2-heng5,,2181,VH,,
17369,,;悔約;,反梟,hoan2-hiau,,353,,,
17370,,;反悔;背心;背信;背叛;背約;負心;食言;破約;爽約;毀約;變心;變卦;,反僥,hoan2-hiau,,1468,VA;Na;VC;VH,,
17371,,;返鄉;,返鄉,hoan2-hiong,,480,VA,,
17372,,;反向;,反向,hoan2-hiong3,,711,VH,,
17373,,;騷動;,反嘩,hoan2-hoa7,,421,VA,,
17374,,;騷動;,反譁,hoan2-hoa7,,396,VA,,
17375,,;灰暗;昏黃;隱約;矇矓;,幻幻,hoaN2-hoaN2,,437,Da;VH,,
17376,,;昏黃;淡漠;隱約;朦朧;,罕罕,hoaN2-hoaN2,,445,Da;VH,,
17377,,;反悔;後悔;,反悔,hoan2-hoe2,,733,VK;VH,,
17378,,;反復;,反復,hoan2-hok8,,451,Dd,,
17380,,;內訌;亂了營;窩裡反;嘩變;鬧營;,反營,hoan2-iaN5,,1490,VA;Na,,
17381,,;反咬;,反咬,hoan2-ka7,,952,,,
17382,,;反派;,反角,hoan2-kak,,557,A,,
17383,,;反感;,反感,hoan2-kam2,,699,VI,,
17384,,;鬧監;,反監,hoan2-kaN,,321,,,
17385,,;反間計;,反間計,hoan2-kan3-ke3,,904,Na,,
17386,,;反擊;,反擊,hoan2-kek,,466,VC,,
17387,,;翻供;,反供,hoan2-keng,,624,VH,,
17388,,;翻供;,反口供,hoan2-khau2-keng,,865,VH,,
17389,,;反抗;,反抗,hoan2-khong3,,470,VC,,
17390,,;反共;,反共,hoan2-kiong7,,550,VH,,
17391,,;反光;,反光,hoan2-kng,,707,VH,,
17392,,;悔約;變卦;,反卦,hoan2-koa3,,576,VH,,
17393,,;反觀;,反觀,hoan2-koan,,518,VC,,
17394,,;返國;,返國,hoan2-kok,,595,VA,,
17395,,;反攻;,反攻,hoan2-kong,,629,VC,,
17396,,;倒流;,反流,hoan2-lau5,,681,VA,,
17397,,;痙攣;,反戾,hoan2-le7,,373,VH,,
17398,,;作亂;叛亂;動亂;造反;戰亂;變亂;,反亂,hoan2-loan7,,1012,VA;Na;VH,,
17399,,;枯黃;,反黃,hoan2-ng5,,820,VH,,
17400,hoan2-nui2,;軟化;,反軟,hoan2-nng2,,546,VH,,
17401,,;發黑;,反烏,hoan2-ou,,917,VH,,
17402,,;反胃;翻胃;,反腹,hoan2-pak,,595,VH,,
17403,,;叛變;,反變,hoan2-pian3,,679,VA,,
17404,,;反叛;叛變;,反叛,hoan2-poan7,,478,VA;VC,,
17405,,;反背;背叛;,反背,hoan2-poe7,,731,VC,,
17406,,;反駁;駁斥;,反駁,hoan2-pok,,379,VC,,
17407,,;變色;,反色,hoan2-sek,,841,VH,,
17408,hoan2-chhiN,;迴光返照;,反生,hoan2-seN,,1047,VH,,
17409,hoan2-seng2,;反省;,反省,hoan2-seN2,,467,VE,,
17410,,;反省;,反省,hoan2-seng2,,459,VE,,
17411,,;一反常態;反常;吃錯藥;,反死,hoan2-si2,,2449,VH,,
17412,,;反射;,反射,hoan2-sia7,,452,VJ,,
17413,hoan2-siong3,;一反常態;反常;,反相,hoan2-siang3,,1842,VH,,
17414,,;百舌鳥;紅頭伯勞;,反舌,hoan2-siat8,,966,,,
17415,,;心萌異志;變心;,反心,hoan2-sim,,1279,VH,,
17416,,;反常;,反常,hoan2-siong5,,722,VH,,
17417,,;返台;,返台,hoan2-tai5,,790,VA,,
17418,,;返抵;,返抵,hoan2-te2,,506,VC,,
17419,,;天氣轉壞;變天;,反天,hoan2-thiN,,2008,VA,,
17420,,;反而;,反顛倒,hoan2-tian-to3,,1138,Cb,,
17421,,;反調;變調;,反調,hoan2-tiau7,,722,VH,,
17422,,;反而;反倒;反轉;倒反;倒是;倒轉;,反轉,hoan2-tng2,,2527,Db;VA;Cb;VH,,
17423,,;反倒;,反倒轉,hoan2-to2-tng2,,1299,Cb,,
17424,,;反倒;相反地;,反倒轉,hoan2-to3-tng2,,1516,Dk;Cb,,
17425,,;反彈;,反彈,hoan2-toaN7,,446,VB,,
17426,,;反動;,反動,hoan2-tong7,,615,A,,
17427,,;反對;,反對,hoan2-tui3,,2127,VC,,
17428,,;反對派;,反對派,hoan2-tui3-phai3,,2253,Na,,
17429,,;反對黨;,反對黨,hoan2-tui3-tong2,,2216,Na,,
17430,,;小販;商販;販子;攤販;,販仔,hoan3-a2,,1426,Na,,
17431,,;客棧;,販仔間,hoan3-a2-keng,,1258,Nc,,
17432,hoan3-boe7,;販賣;,販賣,hoan3-be7,,1025,VD,,
17433,hoan3-boe7-ki,;販賣機;,販賣機,hoan3-be7-ki,,1352,Na,,
17434,,;幻滅;,幻滅,hoan3-biat8,,193,VH,,
17435,hoan3-chhiN2,;喚醒;,喚醒,hoan3-chheN2,,307,VC,,
17436,,;預售屋;,販厝,hoan3-chhu3,,598,,,
17437,,;幻影;,幻影,hoan3-eng2,,471,Na,,
17438,,;大而化之;,泛泛,hoan3-hoan3,,1051,VH,,
17439,,;幻影;,幻影,hoan3-iaN2,,326,Na,,
17440,,;煥然一新;,煥然一新,hoan3-jian5-it-sin,,4174,VH,,
17441,,;幻覺;,幻覺,hoan3-kak,,316,Na,,
17442,,;幻影;,幻景,hoan3-keng2,,410,Na,,
17443,,;幻境;,幻境,hoan3-keng2,,335,Na,,
17444,,;喚起;,喚起,hoan3-khi2,,738,VR,,
17449,,;幻想;,幻想,hoan3-siong2,,1659,VE,,
17450,,;幻化;,幻想化,hoan3-siong2-hoa3,,1238,VH,,
17451,,;幻想曲;,幻想曲,hoan3-siong2-khek,,1896,Na,,
17452,,;幻象;,幻象,hoan3-siong7,,497,Na,,
17453,,;幻燈;,幻燈,hoan3-teng,,419,b,,
17454,,;販毒;,販毒,hoan3-tok8,,564,VA,,
17455,,;販運;,販運,hoan3-un7,,268,VC,,
17457,,;煩;,煩,hoan5,,304,VH,,
17458,,;張掛;,幡,hoan5,,441,VC,,
17459,,;還;,還,hoan5,,1697,Db;VD;Dd;re;Df,,
17460,,;打鼾;呼嚕;鼾聲;,鼾,hoaN5,,777,VA;Na;Dh,,
17461,,;明礬;,礬,hoan5,,300,Na,,
17462,,;反正;,凡在,hoan5-chai7,,2350,Db,,
17463,,;繁雜;,繁雜,hoan5-chap8,,353,VH,,
17464,,;明礬;,礬石,hoan5-chioh8,,485,Na,,
17465,,;朱鷺;,環珠鷺,hoan5-chu-lou7,,1485,,,
17466,,;繁榮;,繁榮,hoan5-eng5,,478,VH,,
17467,,;還原;,還原,hoan5-goan5,,1885,VH,,
17468,,;還願;,還願,hoan5-goan7,,1730,VA,,
17469,,;還鄉;,還鄉,hoan5-hiong,,1762,VA,,
17470,,;繁華;,繁華,hoan5-hoa5,,446,VH,,
17471,,;打鼾;呼嚕;,鼾鼾吼,hoaN5-hoaN5-hau2,,666,VA;Dh,,
17472,,;鼾聲如雷;,鼾鼾叫,hoaN5-hoaN5-kio3,,690,,,
17473,,;繁複;,繁複,hoan5-hok8,,304,VH,,
17474,,;小飛揚;密葉卷柏;還魂草;,還魂草,hoan5-hun5-chhau2,,2443,,,
17475,,;繁衍;,繁衍,hoan5-ian2,,306,VC,,
17476,,;還擊;,還擊,hoan5-kek,,1714,VA,,
17477,,;梵谷;,梵谷,Hoan5-kok,,423,Nb,,
17478,,;煩惱;憂慮;,煩惱,hoan5-lo2,,822,VK;VH,,
17479,,;但凡;,凡但,hoan5-na7,,729,Cb,,
17480,,;凡是;只要;舉凡;,凡若,hoan5-na7,,3973,Cb;VJ,,
17481,,;凡是;,凡若是,hoan5-na7-si7,,3672,Cb,,
17482,,;凡是;,凡是,hoan5-si7,,2804,Cb,,
17483,,;煩心;操心;,煩心,hoan5-sim,,1152,VK;VH,,
17484,,;勞神;,煩神,hoan5-sin5,,600,VH,,
17485,,;還俗;,還俗,hoan5-siok8,,1757,VA,,
17486,,;繁瑣;,繁瑣,hoan5-so2,,277,VH,,
17487,,;凡事;,凡事,hoan5-su7,,1019,Na,,
17488,,;繁重;,繁重,hoan5-tang7,,595,VH,,
17489,,;梵帝崗;,梵帝崗,Hoan5-te3-kong,,795,,,
17490,,;凡塵;,凡塵,hoan5-tin5,,383,,,
17491,,;繁多;,繁多,hoan5-to,,2470,VH,,
17493,,;凡;,凡,hoan7,,306,Cb,,
17494,,;犯;,犯,hoan7,,298,VC,,
17495,,;旱;,旱,hoaN7,,246,b,,
17496,,;岸;,岸,hoaN7,,333,b,,
17497,,;范;,范,Hoan7,,265,Nb,,
17498,,;患;,患,hoan7,,274,b,,
17499,,;分開;,範,hoan7,,665,VR,,
17500,,;犯案;,犯案,hoan7-an3,,358,VH,,
17501,,;反正;,凡在,hoan7-chai7,,2409,Db,,
17503,,;犯錯;,犯錯,hoan7-chho3,,472,VA,,
17504,,;病人;患者;,患者,hoan7-chia2,,1533,Na,,
17506,,;引起公憤;眾矢之的;,犯眾惡,hoan7-chiong3-ok,,1989,Na,,
17507,,;犯罪;,犯罪,hoan7-choe7,,414,VA,,
17508,,;犯疑;啟人疑竇;,犯疑,hoan7-gi5,,1160,VH,,
17509,,;犯疑;啟人疑竇;嫌疑;,犯僥,hoan7-giau5,,1169,Na;VH,,
17510,,;犯下;,犯下,hoan7-ha7,,892,VR,,
17511,,;犯忌;犯疑;見怪;受人詬病;嫌疑;,犯嫌,hoan7-hiam5,,1415,VA;Na;VH,,
17512,,;犯賤;,犯嬈,hoan7-hiau5,,270,,,
17513,,;犯法;,犯法,hoan7-hoat,,470,VA,,
17514,,;煥發;,煥發,hoan7-hoat,,513,VJ,,
17515,,;遭遇風浪;,犯風,hoan7-hong,,1338,,,
17516,,;犯意;,犯意,hoan7-i3,,496,Na,,
17519,han7-kan,;凡間;凡塵;,凡間,hoan7-kan,,798,,,
17524,,;犯疑;,犯迦,hoan7-khia,,369,VH,,
17525,,;犯紀;,犯紀,hoan7-ki2,,363,VA,,
17526,,;宦官;,宦官,hoan7-koaN,,391,Na,,
17528,,;犯規;,犯規,hoan7-kui,,456,VA,,
17529,,;患難;,患難,hoan7-lan7,,978,VA,,
17530,,;囚犯;,犯人,hoan7-lang5,,1973,Na,,
17531,,;授人以柄;落人口實;,犯人欺,hoan7-lang5-khia,,3238,VH,,
17532,,;眾矢之的;,犯人惡,hoan7-lang5-ok,,3426,Na,,
17533,,;犯人;,犯人,hoan7-lang7,,2574,Na,,
17534,,;援例;,援例,hoan7-le7,,372,Dh,,
17535,,;範例;,範例,hoan7-le7,,386,Na,,
17536,hoan7-piN7,;患病;,患病,hoan7-peN7,,383,VH,,
17537,,;岸邊;,岸邊,hoaN7-piN,,699,Nc,,
17539,,;患部;,患部,hoan7-pou7,,368,Nc,,
17540,,;範本;,範本,hoan7-pun2,,505,Na,,
17541,hoan7-se3,;也許;說不定;,凡勢,hoan7-si3,,4125,Db,,
17542,hoan7-se3,;也許;可能;說不定;,犯勢,hoan7-si3,,4357,Db;Na;VH,,
17544,hoaN7-siong7,;岸上;,岸上,hoaN7-siang7,,1730,Nc,,
17547,,;犯煞;著魔;,犯煞,hoan7-soah,,1024,VH,,
17548,,;船纜;,岸索,hoaN7-soh,,365,,,
17550,,;動胎氣;,犯胎神,hoan7-thai-sin5,,802,,,
17555,,;沖犯;冒犯;觸犯;,犯著,hoan7-tioh8,,1426,VC;VJ,,
17556,,;冒犯;唐突;衝犯;,犯著,hoan7--tioh8,,1538,VC;VH,,
17557,,;中邪;見鬼;活見鬼;,犯著鬼,hoan7-tioh8-kui2,,2791,VA;VH,,
17560,,;化膿;發炎;,患動,hoan7-tong7,,613,VH,,
17562,,;範圍;,範圍,hoan7-ui5,,532,Na,,
17563,,;生蕃;洋;洋人;番人;,番仔,hoan-a2,,2223,Na;b,,
17565,,;大菜;,番仔菜,hoan-a2-chhai3,,1877,Na,,
17566,,;玉蔥;洋蔥;,番仔蔥,hoan-a2-chhang,,1184,Na,,
17567,,;麒麟花;,番仔刺,hoan-a2-chhi3,,1354,,,
17568,,;大葉欖仁;,番仔草橄,hoan-a2-chho2-kan,,2082,,,
17569,,;元旦;,番仔正,hoan-a2-chiaN,,1530,Nd,,
17570,hoan-a2-han-chu5,;土豆;洋芋;,番仔番薯,hoan-a2-han-chi5,,1551,Na,,
17571,,;雞蛋花;,番仔花,hoan-a2-hoe,,1823,,,
17572,hoan-a2-he2,;火柴;洋火;,番仔火,hoan-a2-hoe2,,1641,Na,,
17573,,;煤油;,番仔油,hoan-a2-iu5,,1287,Na,,
17574,,;洋文;,番仔字,hoan-a2-ji7,,1424,Na,,
17575,,;巴兒狗;哈巴狗;洋鬼子;,番仔狗,hoan-a2-kau2,,1787,Na,,
17576,,;辣椒;,番仔薑,hoan-a2-kiuN,,1276,Na,,
17577,,;洋鬼子;,番仔鬼,hoan-a2-kui2,,2169,Na,,
17578,,;洋樓;,番仔樓,hoan-a2-lau5,,1255,Nc,,
17579,,;部落;,番仔窩,hoan-a2-o,,1372,Nc,,
17580,,;瓊楠;,番仔灣,hoan-a2-oan,,1095,,,
17581,,;頷垂豆;,番仔怨,hoan-a2-oan3,,1165,,,
17582,,;餅干;餅乾;,番仔餅,hoan-a2-piaN2,,1290,Na,,
17583,,;連衣裙;,番仔衫,hoan-a2-saN,,2729,Na,,
17584,,;夾竹桃;黃花夾竹桃;,番仔桃,hoan-a2-tho5,,1512,Na,,
17585,,;牽牛花;,番仔藤,hoan-a2-tin5,,1520,Na,,
17586,,;愚直;憨直;,番仔直,hoan-a2-tit8,,1334,VH,,
17587,,;翻案;,翻案,hoan-an3,,538,VB,,
17588,,;番茉莉;,番茉莉,hoan-bak8-li7,,654,,,
17589,,;馬蹄花;,番茉莉,hoan-bak8-ni7,,753,,,
17590,,;玉米;玉蜀黍;,番麥,hoan-beh8,,957,Na,,
17591,,;木瓜;,番木瓜,hoan-bok8-koe,,724,Na,,
17592,,;高麗菜;,番牡丹,hoan-bou2-tan,,913,,,
17593,,;反芻;,翻草,hoan-chhau2,,590,VA,,
17594,hoan-chhu2,;土撥鼠;,番鼠,hoan-chhi2,,629,,,
17595,,;金合歡;,番刺仔,hoan-chhi3-a2,,1377,,,
17596,,;省悟;醒悟;,翻車,hoan-chhia,,813,VK,,
17597,,;金絲雀;,番雀仔,hoan-chhiah-a2,,1268,Na,,
17598,,;歡笑;,歡笑,hoan-chhiau3,,837,VA,,
17599,hoan-chheN,;野木藍;,番菁,hoan-chhiN,,567,,,
17600,,;歡唱;,歡唱,hoan-chhiuN3,,554,VC,,
17601,,;輾轉反側;,翻床舖,hoan-chhng5-phou,,726,VA,,
17602,,;改建房子;房子翻新;,翻厝,hoan-chhu3,,1349,,,
17603,hoan-chu5-ku7,;牽牛花;,蕃薯舅,hoan-chi5-ku7,,1065,Na,,
17604,,;辣椒;,番椒,hoan-chio,,571,Na,,
17605,,;歡聚;,歡聚,hoan-chu7,,592,VC,,
17606,,;翻譯;,翻譯,hoan-ek8,,811,VC,,
17607,,;歡迎;,歡迎,hoan-geng5,,670,VC,,
17608,,;快樂;高興;喜歡;歡喜;歡愉;,歡喜,hoaN-hi2,,2665,VK;VJ;VH,,
17609,,;開顏;,歡喜面,hoaN-hi2-bin7,,1158,VH,,
17610,,;喜出望外;,歡喜甲,hoaN-hi2-kah,,2387,VH,,
17611,,;樂於;,歡喜來,hoaN-hi2-lai5,,1741,VL,,
17612,,;歡欣;,歡欣,hoan-him,,477,VH,,
17613,,;不可理喻;不講理;,番番,hoan-hoan,,2384,VH,,
17614,,;呼呼大睡;鼾睡;,鼾鼾睏,hoaN-hoaN-khun3,,958,VA,,
17615,hoN5-hoN5-kio3,;鼾聲如雷;,鼾鼾叫,hoaN-hoaN-kio3,,739,,,
17616,,;雞蛋花;,番花,hoan-hoe,,1120,,,
17617,,;雞蛋花;,番花樹,hoan-hoe-chhiu7,,1354,,,
17618,,;翻覆;,翻覆,hoan-hok,,520,VA,,
17619,,;歡呼;,歡呼,hoan-hou,,676,VE,,
17620,,;叮嚀;交代;吩咐;,吩咐,hoan-hu3,,509,VE,,
17621,,;吩咐;,番咐,hoan-hu3,,399,VE,,
17622,,;翻閱;,翻閱,hoan-iat8,,485,VC,,
17623,,;翻印;,翻印,hoan-in3,,560,VC,,
17624,,;雄番鴨;,番公,hoan-kang,,661,,,
17625,,;洋鬼子;,番狗,hoan-kau2,,810,Na,,
17626,,;高麗菜;,番芥藍,hoan-ke3-na5,,1077,,,
17627,,;翻供;,翻供,hoan-keng,,698,VH,,
17628,,;華僑;,番客,hoan-kheh,,650,Na,,
17629,,;毛柿;,番柿,hoan-khi7,,464,,,
17630,,;台灣土狗;,番犬,hoan-khian2,,1004,,,
17631,,;去而復返;復發;,翻箍,hoan-khou,,1414,VH,,
17634,,;番茄;,番茄,hoan-kio5,,480,Na,,
17635,,;番椒;,番薑,hoan-kiuN,,360,Na,,
17636,,;辣椒;,番薑仔,hoan-kiuN-a2,,1325,Na,,
17637,,;地瓜;豆薯;龍舌蘭;,番葛,hoan-koah,,715,Na,,
17638,,;木瓜;,番瓜,hoan-koe,,507,Na,,
17639,hoan-ke2-chi2,;蓮霧;,番果子,hoan-koe2-chi2,,2743,Na,,
17640,,;粗魯;,番工土,hoan-kong-thou2,,940,VH,,
17641,,;釋迦果;,番梨,hoan-lai5,,530,,,
17642,,;滿潮;漲潮;,翻流,hoan-lau5,hide tide,828,VA;VH,,
17643,,;上下倒置;頭上腳下;,翻輦轉,hoan-lian3-tng2,,1967,VH,,
17644,,;歡樂;,歡樂,hoan-lok8,,1096,VH,,
17645,,;歡樂氣氛;,歡樂氣氛,hoan-lok8-khi3-hun,,1793,Na,,
17647,,;斗篷;披風;襁褓;,番幔,hoan-moa,,601,Na,,
17648,,;釋迦果;,番荔枝,hoan-nai7-chi,,798,,,
17649,,;酋長;蠻牛;,番王,hoan-ong5,,916,Na,,
17650,,;黃蝴蝶;,番蝴蝶,hoan-ou5-tiap8,,939,,,
17651,,;台灣姑婆芋;,番芋,hoan-ou7,,996,,,
17652,,;翻版;,翻版,hoan-pan2,,460,Na,,
17653,,;翻覆;,翻反,hoan-peng2,,609,VA,,
17654,,;南洋;,番爿,hoan-peng5,,577,Nc,,
17655,,;南洋;,番旁,hoan-peng5,,637,Nc,,
17656,,;輾轉反側;,翻舖,hoan-phou,,628,VA,,
17657,,;繡眼畫眉;,番畢仔,hoan-pit-a2,,1294,,,
17658,,;番女;,番婆,hoan-po5,,561,,,
17659,,;合歡樹;,番婆樹,hoan-po5-chhiu7,,813,,,
17660,,;寶螺;,番婆螺,hoan-po5-le5,,617,,,
17661,,;火筒樹;,番婆灣,hoan-po5-oan,,676,,,
17662,,;火筒樹;,番婆怨,hoan-po5-oan3,,699,,,
17663,,;番木瓜;,番匏,hoan-pu5,,451,,,
17664,,;歡送;,歡送,hoan-sang3,,557,VC,,
17665,,;稷;擬高粱;,番黍,hoan-se2,,710,b,,
17666,,;部落;番社;,番社,hoan-sia7,,740,Nc,,
17667,,;歡心;,歡心,hoan-sim,,1164,Na,,
17668,,;拾骨;撿骨;翻身;轉身;,翻身,hoan-sin,,1217,VA,,
17669,,;更新;翻新;,翻新,hoan-sin,,1249,VC;VB,,
17670,,;翻修;,翻修,hoan-siu,,607,VC,,
17671,,;毬蘭;,番繡球,hoan-siu3-kiu5,,512,,,
17672,,;傾箱倒篋;,翻箱倒籠,hoan-siuN-to2-lang2,,1224,,,
17673,,;翻砂;,翻砂,hoan-soa,,529,VA,,
17674,,;翻山越嶺;,翻山,hoan-soaN,,1123,VA,,
17675,,;芒果;,番蒜,hoan-soan3,,440,Na,,
17676,,;歡送;,歡送,hoan-song3,,690,VC,,
17677,,;番茉莉;,番素馨,hoan-sou3-heng,,609,,,
17678,,;金合歡;,番蘇木,hoan-sou-bok8,,773,,,
17679,,;夜來香;,番瑞香,hoan-sui7-hiuN,,1457,Na,,
17681,,;不可理喻;,番體,hoan-thai2,,1824,VH,,
17682,,;反過頭來;回頭;掉頭;復發;過後;轉頭;,翻頭,hoan-thau5,,2935,Dd;VA;Ng;VH,,
17683,,;酋長;,番頭目,hoan-thau5-bak8,,1563,Na,,
17684,,;笑逐顏開;喜笑顏開;,歡頭喜面,hoaN-thau5-hi2-bin7,,1829,VA;VH,,
17685,,;翻胎;,翻胎,hoan-the,,510,,,
17686,,;蹚;,翻土,hoan-thou5,,488,b,,
17687,,;零晨;,翻點,hoan-tiam2,,621,,,
17689,,;翻蔓;,翻藤,hoan-tin5,,496,,,
17690,,;不可理喻的人;,番蜘蛛,hoan-ti-tu,,4269,,,
17691,,;翌日;隔日;,翻轉工,hoan-tng2-kang,,1206,Dd;Nd,,
17692,,;翌年;隔年;,翻轉年,hoan-tng2-ni5,,1455,Nd,,
17693,,;翻身;轉身;,翻轉身,hoan-tng2-sin,,1450,VA,,
17694,,;轉回頭;,翻轉頭,hoan-tng2-thau5,,1935,,,
17695,,;翻動;,翻動,hoan-tong7,,726,VC,,
17696,,;歡度;,歡度,hoaN-tou7,,407,VJ,,
17697,,;揮霍;,花消,hoa-siau,,799,VC,,
17698,,;法;,法,hoat,,364,Nc;Na,,
17699,,;發;發酵;,發,hoat,,504,VD;Nf;VH,,
17700,,;培育;繁殖;,活,hoat8,,329,VC,,
17701,,;罰;,罰,hoat8,,128,VF,,
17702,,;育苗池;,活仔窟,hoat8-a2-khut,,1013,,,
17703,,;伐木;,伐木,hoat8-bok8,,326,VA,,
17704,,;育苗;,活栽,hoat8-chai,,469,,,
17705,,;罰則;,罰則,hoat8-chek,,412,Na,,
17707,,;乏人問津;,乏人問津,hoat8-jin5-bun7-chin,,3581,VH,,
17708,,;罰站;,罰徛,hoat8-khia7,,555,VB,,
17709,,;罰款;罰鍰;,罰款,hoat8-khoan2,,501,Na;VB,,
17710,,;罰金;,罰金,hoat8-kim,,544,Na,,
17711,,;料理;發落;辦理;,發落,hoat8-loh8,,1315,VC,,
17712,,;活潑;,活潑,hoat8-phoat,,514,VH,,
17713,,;罰單;,罰單,hoat8-toaN,,282,Na,,
17714,,;法案;,法案,hoat-an3,,475,Na,,
17715,,;法網;,法網,hoat-bang7,,579,Na,,
17716,hoat-boe7,;發賣;,發賣,hoat-be7,,1253,VA,,
